Temperature_K,Strain,Stress_GPa,Youngs_Modulus_GPa,Thermal_Conductivity_WmK
1697.5849452446705,0.04250284312560518,13.6965165338637,316.143888752242,65.69146308798116
1018.4829745871755,0.021992003852500924,8.475167100026129,381.3726935109034,105.50251254248067
1168.3104134332946,0.016328018309975257,6.156775445057762,374.1163388294158,96.20616157793992
672.7635318443142,0.13341742421743075,45.48058266498957,326.36761639166696,99.89415363859682
2069.658586799558,0.13740543391127855,34.299320426546416,238.87539652964358,40.02739212875606
1239.3174210535994,0.1135574685525525,35.882034135752825,303.476068138562,66.07508251162565
662.630762393386,0.0910104398881819,33.555438185826105,355.93162021078854,118.33197050899604
864.9139565973903,0.022237485893600032,8.830592709393358,392.9365947693128,120.14767872100822
1337.457090109595,0.010809864815332281,3.966736729715497,365.0257478555273,87.81765492620211
2035.500792096847,0.02194855528049715,6.732019898325663,303.53868583062507,60.63837682390837
1915.7489728601802,0.13143656407808918,34.47866182054029,251.21066023381687,43.58039516106336
1992.8407510462998,0.010736900043188386,3.386523535169539,313.76221066425916,63.84464117889615
2070.256079539803,0.14728262539706555,36.07327853564494,234.16726025881286,38.48229500075916
413.37710155841785,0.06934438487303904,27.768384783224445,389.051932343074,186.0759468883165
1295.1147076629427,0.04279373870896661,15.07324147678629,345.51655220926875,81.49282364140625
2057.30733188208,0.12023549163661827,31.084388168595222,247.9977217400139,42.96251800404527
309.6399393647564,0.01026006683446643,4.598795760653654,445.98263964083924,283.5628195058753
2095.2135446602247,0.11850116999099769,30.437772638891687,246.46682285797695,42.61677389648439
1005.1059134886029,0.14755144188420138,45.91078872397434,297.47790665383377,68.52400061959877
1135.758996778784,0.07199104018542196,24.989347581627033,336.95697315361747,82.15317178021225
311.86409075058344,0.024011874888912144,10.533071509166051,433.71406091264987,270.21945199303036
1337.4203366435727,0.06879555169373018,23.01311674814414,325.0582516402139,72.87225189163874
554.1388445283427,0.08365172810280291,31.871493180296824,368.55099139624235,140.11050870978298
1686.4203766044513,0.09251288576264463,27.494733990368537,286.79536904995456,55.748081743779935
1142.1048596214548,0.13446792188417264,41.71785029411999,296.98927775502256,65.1466569247283
1950.9001650533467,0.10490780829619151,28.635018923156224,262.6193411105873,47.448931070324456
528.3392949492136,0.054051302764702554,21.741747890761655,392.8807779642171,160.942375532981
1125.1069917603402,0.08102152358275436,27.75755992701811,331.650513632728,80.2398758925737
1046.0202973737705,0.016566525448231822,6.402464237008652,383.40229544411966,105.02625280758969
1524.6966124799997,0.06387307747338034,20.677126964959193,315.088838248596,66.71894006834957
1321.1660192563334,0.12073937675513369,37.008596518177995,294.0050107722737,61.11357880923372
828.4716166220946,0.09609773854592822,34.02682625483861,341.3810929261262,97.19051974685168
1099.953876216153,0.015496190370026808,5.933364908791546,380.0408975357017,101.21928654615459
1125.1311288553488,0.076326198672331,26.35848063354491,334.7779389386491,81.55225550378398
957.2265093454637,0.03404667444565913,13.033717922010167,376.8659343025203,106.74192677864077
1424.6214744160409,0.0046767367318489685,1.69981861684359,362.6225892429535,85.06316645461072
714.8526792174425,0.13866668860200432,46.43488696492884,320.40754117555787,93.22969414376448
1253.3250366433117,0.13480787313681386,40.839680958349874,289.99255597885264,60.39920839995824
1955.4509981999095,0.033506652888900486,10.296648184284189,302.5913992036832,60.3802667832329
1431.604251785963,0.14291047357258088,41.0334652456393,274.6143613222919,52.6008995128637
1996.1653431231086,0.13367706786293554,34.23205926934314,245.16343384398692,41.8056482901605
506.7822882265318,0.01993698910969474,8.4994421045509,422.2792581858757,185.5852066651419
1904.427520158318,0.13482917959900212,35.241850118945635,250.2035490356518,43.21501081268825
1028.5273176891287,0.13662272693327648,43.20172879014026,302.62587038509395,70.24799984708791
568.7178208533792,0.08293008798561204,31.55096504248452,368.09523429382057,137.5758135949183
615.8241356739736,0.0055134729532690776,2.3552002108306245,426.0104791144578,165.97254611156606
1057.880621256403,0.04796334685691853,17.598935696387045,359.20534054070856,94.21634331402218
1682.3394587722523,0.1102754000324323,31.789865254619077,277.0476599022695,52.37581182528071
1619.9633291339164,0.12800177701643478,36.24045657596407,271.26065287033146,50.50106913514493
2058.7111293474054,0.03887914818558509,11.543803650781788,291.7146599783558,56.95930548201434
669.670681423502,0.14382819495446325,48.10019689148212,319.8279730047354,96.24533415307651
1071.8952954762162,0.13541173454572927,42.54224934473736,300.7133960181951,68.28705534074639
1258.6572445120664,0.08440397510545085,27.961757331703723,320.39001860854387,72.49324722205269
1993.681086927768,0.09991422195191817,27.223720435416656,262.4527415674187,47.485467308675155
489.188060317993,0.05941986359343867,23.861279302507658,391.46608262924804,168.14667785933662
1427.7353583804631,0.14888804344766954,42.29767973970996,271.58065719294046,51.47097470808308
803.650218514435,0.005476313385077441,2.2578465601875677,411.1797315297824,134.1519005755632
1079.5042394468871,0.06684888257763212,23.67574197335637,344.3774035321456,87.06832544983176
1945.9000589930424,0.0897940588075326,25.2001552789105,271.0131157279005,50.198812229126936
1793.2184658828128,0.0486719564036922,15.184299665400115,305.326164185543,61.62604702714687
894.1635371811861,0.024974428423305838,9.819073032914485,388.5656223728168,115.99724764432267
1495.9479108473508,0.1345206656953883,38.69051059922549,275.3279022408426,52.484927841841085
765.1949460831356,0.021357232169580402,8.657544698355535,401.2729122439116,132.88203548948457
761.4235742799845,0.05657908017616783,21.69914397740891,374.2478435641084,119.14309561589639
1229.4581566788975,0.11666889403849456,36.73372473079868,302.2180386130326,65.73169605100057
1935.0027388704652,0.11041225720522531,29.95934115867982,260.76384504870055,46.8055186385891
1142.7900583791318,0.029423478697669595,10.92867070723039,366.370041229684,94.00157440002467
987.1218281686267,0.057704738185476945,21.138297846193378,357.31844745082583,96.43861041248188
1198.220407249922,0.030513117964530066,11.184897533481957,361.40058484682885,90.19537817538972
1123.7538176691887,0.07158923414817932,24.928036181126924,338.06015915294927,82.9682354931896
1924.6810728396874,0.023136625970842668,7.281346499047904,311.28297647983175,63.181368400810605
926.8366265769425,0.14778203221214944,46.68233158437838,302.0000348627731,73.04792725861958
358.42282459505986,0.14015891826269986,49.95825765407266,340.99658603145195,161.0128964297283
1021.9469065770074,0.08166821779225462,28.53964476692286,338.23099140513665,86.46215646793358
1326.9395208626634,0.14850028164181048,43.149837121472245,277.78301220359225,54.66090790189543
1165.5596947191975,0.015080930402348718,5.700686422787368,375.26413464650057,96.75879400670784
356.17289011632056,0.035145731355217945,15.031948691392477,420.85887888247987,234.58385115176054
2076.9556660694943,0.06700439097193191,18.91535318347467,274.48203729989433,51.554854455801994
1221.0068882259745,0.01723628126604754,6.419390976556872,369.36449594562833,92.60991849202198
1455.9423895580062,0.0007984608862697473,0.2899125392490682,362.94455174882165,84.57887644755621
1052.2415714605554,0.06580250450219698,23.475154472268883,347.01092269773994,89.18296405333997
547.7739918185518,0.0931306702190328,34.94688774500735,362.052511750363,136.76242582053735
1975.142295875246,0.024342699481378047,7.5518723724128956,306.6879536200116,61.65396453191043
816.0042929377045,0.14545198342911608,47.16090917205631,310.0392178751659,81.64053273551187
1833.4507970175557,0.13700442142996994,36.28201186563202,253.43463907749114,44.17156151552795
